what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1297292748009
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1297292748009
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1297292748009
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1297292748009
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1297292748009
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1297292748009
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1297292748009
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1297292748009
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1297292748010
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1297292748010
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1297292748010
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1297292748010
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1297292748010
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1297292748010
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1297292748010
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1297292748010
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1297292748011
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1297292748011
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1297292748011
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1297292748011
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1297292748011
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1297292748011
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1297292748011
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1297292748011
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1297292748011
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1297292748011
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1297292748011
os,sysinfo,,,"win32",1297292748014
arch,sysinfo,,,"x86",1297292748014
ws,sysinfo,,,"win32",1297292748014
locale,sysinfo,,,"en_US",1297292748014
processors,sysinfo,,,"4",1297292748014
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1297292748014
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1297292748014
java.specification.name,sysinfo,,,"Java Platform API Specification",1297292748014
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1297292748014
java.specification.version,sysinfo,,,"1.6",1297292748014
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1297292748014
java.version,sysinfo,,,"1.6.0_23",1297292748014
java.vm.info,sysinfo,,,"mixed mode, sharing",1297292748014
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1297292748014
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1297292748014
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1297292748014
java.vm.specification.version,sysinfo,,,"1.0",1297292748014
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1297292748014
java.vm.version,sysinfo,,,"19.0-b09",1297292748014
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297292754726
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297292759102
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297292760294
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297292764984
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1297292775877
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1297292776045
