what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314676948
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314679801
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297314684854
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297314684912
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314684930
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297314686525
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314690998
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314711837
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314711875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314713486
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297314714992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314723331
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314728123
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297314738327
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314740649
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314741753
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1297314743350
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297314756874
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314769641
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314777970
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314778002
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314779499
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314782150
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297314783285
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1297314786330
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297314791561
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297314793933
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297314793996
