what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307272179
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297307272211
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1297307272211
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307278289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307282041
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297307283191
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307325209
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307332267
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307334445
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307340101
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297307340114
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307343627
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307343955
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297307346029
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307349294
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307363978
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297307363992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307366682
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297307500185
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297307571125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1297307573960
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297307575155
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307659178
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1297307659220
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307662849
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307663648
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297307665844
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297307672015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307677628
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307786089
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297307786117
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307787837
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307816371
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307822895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307835401
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1297307835431
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307837681
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307838108
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297307840260
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307844701
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307942146
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297307942158
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307944432
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307957266
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1297307957294
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307959172
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307959899
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297307965404
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307972805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307981643
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297307981660
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297307983251
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297308233291
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1297308233334
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297308234801
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297308235476
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297308237380
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297308248147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297308877388
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297308879381
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297308884006
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297308915392
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297308923483
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297308925082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297308926721
