what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315733901
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315735827
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1297315743183
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315743463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315744477
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297315748407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315752976
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315755600
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1297315755610
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315758850
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315762007
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297315764908
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315770137
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315770200
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297315772856
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315773985
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297315775800
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315778844
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315783519
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315783520
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315784816
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315784816
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315786746
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315787359
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297315788807
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788807
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788819
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788829
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788844
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788852
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788859
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788867
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788874
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788881
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788889
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315788897
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297315791135
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315792536
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315792594
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297315797359
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315803828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315810729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315829203
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297315829220
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315830677
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1297315842377
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297315843218
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297315859714
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315865181
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1297315865202
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315866949
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315867315
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297315870554
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315879205
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297315883606
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315888193
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315939381
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297315939404
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315962378
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315976619
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315997805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297315998196
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297316000566
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316001506
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316001980
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297316007269
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297316010118
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297316010177
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297316020693
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297316020936
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297316020997
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297316027029
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297316028206
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1297316042843
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297316050411
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316051578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316051914
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1297316083009
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297316085068
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297316087427
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297316091741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297316095539
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316096912
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316097239
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297316100360
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316101392
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316102100
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297316104229
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1297316106117
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297316107195
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1297316108318
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297316110855
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1297316111669
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316133281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316174627
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316225003
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297316225294
